train.inds train.loci iters assign.rate.all assign.rate.pop_A assign.rate.pop_B assign.rate.pop_C
0.5 0.1 1 0.933333333333333 1 0.866666666666667 0.933333333333333
0.5 0.1 10 0.911111111111111 0.933333333333333 1 0.8
0.5 0.1 11 0.866666666666667 0.866666666666667 0.866666666666667 0.866666666666667
0.5 0.1 12 0.911111111111111 0.933333333333333 0.866666666666667 0.933333333333333
0.5 0.1 13 0.844444444444444 0.866666666666667 0.8 0.866666666666667
0.5 0.1 14 0.911111111111111 1 0.733333333333333 1
0.5 0.1 15 0.866666666666667 0.933333333333333 0.933333333333333 0.733333333333333
0.5 0.1 16 0.844444444444444 0.866666666666667 0.666666666666667 1
0.5 0.1 17 0.866666666666667 0.933333333333333 0.8 0.866666666666667
0.5 0.1 18 0.933333333333333 1 0.866666666666667 0.933333333333333
0.5 0.1 19 0.866666666666667 0.933333333333333 1 0.666666666666667
0.5 0.1 2 0.888888888888889 0.933333333333333 0.733333333333333 1
0.5 0.1 20 0.844444444444444 1 0.8 0.733333333333333
0.5 0.1 21 0.822222222222222 0.8 0.733333333333333 0.933333333333333
0.5 0.1 22 0.822222222222222 0.933333333333333 0.733333333333333 0.8
0.5 0.1 23 0.844444444444444 0.933333333333333 0.733333333333333 0.866666666666667
0.5 0.1 24 0.866666666666667 0.933333333333333 0.733333333333333 0.933333333333333
0.5 0.1 25 0.911111111111111 1 0.8 0.933333333333333
0.5 0.1 26 0.844444444444444 1 0.733333333333333 0.8
0.5 0.1 27 0.888888888888889 0.933333333333333 0.8 0.933333333333333
0.5 0.1 28 0.844444444444444 0.8 0.933333333333333 0.8
0.5 0.1 29 0.866666666666667 1 0.666666666666667 0.933333333333333
0.5 0.1 3 0.955555555555556 0.933333333333333 1 0.933333333333333
0.5 0.1 30 0.866666666666667 0.933333333333333 0.866666666666667 0.8
0.5 0.1 4 0.888888888888889 0.933333333333333 0.866666666666667 0.866666666666667
0.5 0.1 5 0.844444444444444 0.866666666666667 0.8 0.866666666666667
0.5 0.1 6 0.933333333333333 0.866666666666667 0.933333333333333 1
0.5 0.1 7 0.911111111111111 0.933333333333333 0.866666666666667 0.933333333333333
0.5 0.1 8 0.777777777777778 0.866666666666667 0.6 0.866666666666667
0.5 0.1 9 0.844444444444444 0.866666666666667 0.8 0.866666666666667
0.5 0.25 1 0.888888888888889 1 0.933333333333333 0.733333333333333
0.5 0.25 10 0.911111111111111 0.933333333333333 1 0.8
