train.inds train.loci iters assign.rate.all assign.rate.pop_A assign.rate.pop_B assign.rate.pop_C
0.5 0.1 1 0.733333333333333 0.866666666666667 0.333333333333333 1
0.5 0.1 10 0.666666666666667 0.266666666666667 0.8 0.933333333333333
0.5 0.1 11 0.577777777777778 0.666666666666667 0.0666666666666667 1
0.5 0.1 12 0.6 0.466666666666667 0.333333333333333 1
0.5 0.1 13 0.577777777777778 0.466666666666667 0.266666666666667 1
0.5 0.1 14 0.666666666666667 0.2 0.866666666666667 0.933333333333333
0.5 0.1 15 0.688888888888889 0.533333333333333 0.666666666666667 0.866666666666667
0.5 0.1 16 0.644444444444444 0.6 0.333333333333333 1
0.5 0.1 17 0.711111111111111 0.466666666666667 0.733333333333333 0.933333333333333
0.5 0.1 18 0.555555555555556 0.2 0.533333333333333 0.933333333333333
0.5 0.1 19 0.6 0.466666666666667 0.4 0.933333333333333
0.5 0.1 2 0.644444444444444 0.4 0.6 0.933333333333333
0.5 0.1 20 0.622222222222222 0.333333333333333 0.533333333333333 1
0.5 0.1 21 0.622222222222222 0.533333333333333 0.333333333333333 1
0.5 0.1 22 0.466666666666667 0.266666666666667 0.333333333333333 0.8
0.5 0.1 23 0.644444444444444 0 0.933333333333333 1
0.5 0.1 24 0.733333333333333 0.533333333333333 0.733333333333333 0.933333333333333
0.5 0.1 25 0.711111111111111 0.533333333333333 0.666666666666667 0.933333333333333
0.5 0.1 26 0.755555555555556 0.6 0.666666666666667 1
0.5 0.1 27 0.666666666666667 0.266666666666667 0.8 0.933333333333333
0.5 0.1 28 0.511111111111111 0.4 0.133333333333333 1
0.5 0.1 29 0.622222222222222 0 0.933333333333333 0.933333333333333
0.5 0.1 3 0.688888888888889 0.733333333333333 0.4 0.933333333333333
0.5 0.1 30 0.733333333333333 0.466666666666667 0.8 0.933333333333333
0.5 0.1 4 0.644444444444444 0.333333333333333 0.666666666666667 0.933333333333333
0.5 0.1 5 0.6 0.6 0.266666666666667 0.933333333333333
0.5 0.1 6 0.688888888888889 0.533333333333333 0.533333333333333 1
0.5 0.1 7 0.622222222222222 0.8 0.133333333333333 0.933333333333333
0.5 0.1 8 0.6 0.666666666666667 0.2 0.933333333333333
0.5 0.1 9 0.711111111111111 0.533333333333333 0.6 1
0.5 0.25 1 0.688888888888889 0.666666666666667 0.4 1
0.5 0.25 10 0.666666666666667 0.266666666666667 0.866666666666667 0.866666666666667
0.5 0.25 11 0.733333333333333 0.6 0.733333333333333 0.866666666666667
0.5 0.25 12 0.622222222222222 0.533333333333333 0.333333333333333 1
0.5 0.25 13 0.577777777777778 0.466666666666667 0.266666666666667 1
0.5 0.25 14 0.6 0.466666666666667 0.466666666666667 0.866666666666667
0.5 0.25 15 0.733333333333333 0.733333333333333 0.733333333333333 0.733333333333333
0.5 0.25 16 0.666666666666667 0.666666666666667 0.333333333333333 1
0.5 0.25 17 0.555555555555556 0.8 0 0.866666666666667
0.5 0.25 18 0.666666666666667 0.866666666666667 0.266666666666667 0.866666666666667
0.5 0.25 19 0.533333333333333 0.466666666666667 0.333333333333333 0.8
0.5 0.25 2 0.622222222222222 0.4 0.6 0.866666666666667
0.5 0.25 20 0.644444444444444 0.333333333333333 0.6 1
0.5 0.25 21 0.6 0.533333333333333 0.333333333333333 0.933333333333333
0.5 0.25 22 0.622222222222222 0.533333333333333 0.6 0.733333333333333
0.5 0.25 23 0.644444444444444 0.6 0.333333333333333 1
0.5 0.25 24 0.6 0.6 0.266666666666667 0.933333333333333
0.5 0.25 25 0.711111111111111 0.733333333333333 0.466666666666667 0.933333333333333
0.5 0.25 26 0.755555555555556 0.466666666666667 0.8 1
0.5 0.25 27 0.577777777777778 0.266666666666667 0.733333333333333 0.733333333333333
0.5 0.25 28 0.6 0.533333333333333 0.266666666666667 1
0.5 0.25 29 0.644444444444444 0.4 0.6 0.933333333333333
0.5 0.25 3 0.688888888888889 0.933333333333333 0.2 0.933333333333333
0.5 0.25 30 0.688888888888889 0.666666666666667 0.6 0.8
0.5 0.25 4 0.644444444444444 0.333333333333333 0.666666666666667 0.933333333333333
0.5 0.25 5 0.6 0.6 0.266666666666667 0.933333333333333
0.5 0.25 6 0.733333333333333 0.8 0.4 1
0.5 0.25 7 0.666666666666667 0.8 0.266666666666667 0.933333333333333
0.5 0.25 8 0.577777777777778 0.6 0.266666666666667 0.866666666666667
0.5 0.25 9 0.755555555555556 0.666666666666667 0.6 1
0.5 0.5 1 0.533333333333333 0.466666666666667 0.133333333333333 1
0.5 0.5 10 0.666666666666667 0.466666666666667 0.666666666666667 0.866666666666667
0.5 0.5 11 0.711111111111111 0.6 0.733333333333333 0.8
0.5 0.5 12 0.555555555555556 0.533333333333333 0.333333333333333 0.8
0.5 0.5 13 0.711111111111111 0.866666666666667 0.333333333333333 0.933333333333333
0.5 0.5 14 0.666666666666667 0.533333333333333 0.6 0.866666666666667
0.5 0.5 15 0.733333333333333 0.866666666666667 0.533333333333333 0.8
0.5 0.5 16 0.711111111111111 0.8 0.333333333333333 1
0.5 0.5 17 0.755555555555556 0.733333333333333 0.6 0.933333333333333
0.5 0.5 18 0.644444444444444 0.866666666666667 0.2 0.866666666666667
0.5 0.5 19 0.6 0.466666666666667 0.533333333333333 0.8
0.5 0.5 2 0.511111111111111 0.4 0.266666666666667 0.866666666666667
0.5 0.5 20 0.666666666666667 0.466666666666667 0.533333333333333 1
0.5 0.5 21 0.533333333333333 0.533333333333333 0.266666666666667 0.8
0.5 0.5 22 0.711111111111111 0.666666666666667 0.733333333333333 0.733333333333333
0.5 0.5 23 0.711111111111111 0.733333333333333 0.533333333333333 0.866666666666667
0.5 0.5 24 0.577777777777778 0.333333333333333 0.533333333333333 0.866666666666667
0.5 0.5 25 0.777777777777778 0.933333333333333 0.466666666666667 0.933333333333333
0.5 0.5 26 0.8 0.733333333333333 0.666666666666667 1
0.5 0.5 27 0.6 0.266666666666667 0.8 0.733333333333333
0.5 0.5 28 0.644444444444444 0.533333333333333 0.466666666666667 0.933333333333333
0.5 0.5 29 0.733333333333333 0.866666666666667 0.4 0.933333333333333
0.5 0.5 3 0.622222222222222 0.733333333333333 0.2 0.933333333333333
0.5 0.5 30 0.711111111111111 0.866666666666667 0.533333333333333 0.733333333333333
0.5 0.5 4 0.666666666666667 0.4 0.666666666666667 0.933333333333333
0.5 0.5 5 0.666666666666667 0.666666666666667 0.4 0.933333333333333
0.5 0.5 6 0.8 0.866666666666667 0.533333333333333 1
0.5 0.5 7 0.622222222222222 0.6 0.4 0.866666666666667
0.5 0.5 8 0.666666666666667 0.6 0.533333333333333 0.866666666666667
0.5 0.5 9 0.733333333333333 0.6 0.6 1
0.5 1 1 0.777777777777778 0.6 0.8 0.933333333333333
0.5 1 10 0.644444444444444 0.4 0.8 0.733333333333333
0.5 1 11 0.755555555555556 0.733333333333333 0.733333333333333 0.8
0.5 1 12 0.6 0.533333333333333 0.533333333333333 0.733333333333333
0.5 1 13 0.644444444444444 0.333333333333333 0.666666666666667 0.933333333333333
0.5 1 14 0.733333333333333 0.8 0.533333333333333 0.866666666666667
0.5 1 15 0.755555555555556 0.866666666666667 0.533333333333333 0.866666666666667
0.5 1 16 0.666666666666667 0.733333333333333 0.266666666666667 1
0.5 1 17 0.755555555555556 0.733333333333333 0.6 0.933333333333333
0.5 1 18 0.666666666666667 0.866666666666667 0.266666666666667 0.866666666666667
0.5 1 19 0.6 0.466666666666667 0.533333333333333 0.8
0.5 1 2 0.777777777777778 0.866666666666667 0.6 0.866666666666667
0.5 1 20 0.577777777777778 0.333333333333333 0.4 1
0.5 1 21 0.6 0.8 0.2 0.8
0.5 1 22 0.666666666666667 0.733333333333333 0.533333333333333 0.733333333333333
0.5 1 23 0.688888888888889 0.6 0.6 0.866666666666667
0.5 1 24 0.688888888888889 0.8 0.4 0.866666666666667
0.5 1 25 0.755555555555556 0.933333333333333 0.4 0.933333333333333
0.5 1 26 0.844444444444444 0.866666666666667 0.666666666666667 1
0.5 1 27 0.622222222222222 0.266666666666667 0.866666666666667 0.733333333333333
0.5 1 28 0.733333333333333 0.733333333333333 0.533333333333333 0.933333333333333
0.5 1 29 0.688888888888889 0.8 0.4 0.866666666666667
0.5 1 3 0.644444444444444 0.866666666666667 0.333333333333333 0.733333333333333
0.5 1 30 0.466666666666667 0.266666666666667 0.4 0.733333333333333
0.5 1 4 0.666666666666667 0.4 0.666666666666667 0.933333333333333
0.5 1 5 0.644444444444444 0.6 0.533333333333333 0.8
0.5 1 6 0.822222222222222 0.866666666666667 0.6 1
0.5 1 7 0.711111111111111 0.933333333333333 0.266666666666667 0.933333333333333
0.5 1 8 0.711111111111111 0.8 0.466666666666667 0.866666666666667
0.5 1 9 0.777777777777778 0.866666666666667 0.466666666666667 1
0.7 0.1 1 0.740740740740741 0.444444444444444 0.888888888888889 0.888888888888889
0.7 0.1 10 0.592592592592593 0.777777777777778 0 1
0.7 0.1 11 0.518518518518518 0.222222222222222 0.444444444444444 0.888888888888889
0.7 0.1 12 0.666666666666667 0.555555555555556 0.555555555555556 0.888888888888889
0.7 0.1 13 0.740740740740741 0.444444444444444 0.777777777777778 1
0.7 0.1 14 0.777777777777778 0.444444444444444 0.888888888888889 1
0.7 0.1 15 0.518518518518518 0.555555555555556 0 1
0.7 0.1 16 0.555555555555556 0.555555555555556 0.111111111111111 1
0.7 0.1 17 0.703703703703704 0.666666666666667 0.444444444444444 1
0.7 0.1 18 0.777777777777778 0.555555555555556 0.777777777777778 1
0.7 0.1 19 0.740740740740741 0.444444444444444 0.777777777777778 1
0.7 0.1 2 0.740740740740741 0.444444444444444 0.888888888888889 0.888888888888889
0.7 0.1 20 0.703703703703704 0.777777777777778 0.333333333333333 1
0.7 0.1 21 0.703703703703704 0.666666666666667 0.444444444444444 1
0.7 0.1 22 0.814814814814815 0.666666666666667 0.777777777777778 1
0.7 0.1 23 0.851851851851852 0.888888888888889 0.777777777777778 0.888888888888889
0.7 0.1 24 0.703703703703704 0.888888888888889 0.333333333333333 0.888888888888889
0.7 0.1 25 0.592592592592593 0.222222222222222 0.666666666666667 0.888888888888889
0.7 0.1 26 0.592592592592593 0.444444444444444 0.333333333333333 1
0.7 0.1 27 0.481481481481481 0.444444444444444 0.111111111111111 0.888888888888889
0.7 0.1 28 0.62962962962963 0.555555555555556 0.333333333333333 1
0.7 0.1 29 0.777777777777778 0.555555555555556 0.777777777777778 1
0.7 0.1 3 0.592592592592593 0.444444444444444 0.333333333333333 1
0.7 0.1 30 0.592592592592593 0.333333333333333 0.444444444444444 1
0.7 0.1 4 0.592592592592593 0.444444444444444 0.333333333333333 1
0.7 0.1 5 0.62962962962963 0.555555555555556 0.444444444444444 0.888888888888889
0.7 0.1 6 0.555555555555556 0.111111111111111 0.777777777777778 0.777777777777778
0.7 0.1 7 0.62962962962963 0.555555555555556 0.333333333333333 1
0.7 0.1 8 0.666666666666667 0.666666666666667 0.444444444444444 0.888888888888889
0.7 0.1 9 0.444444444444444 0.222222222222222 0.111111111111111 1
0.7 0.25 1 0.740740740740741 0.444444444444444 0.888888888888889 0.888888888888889
0.7 0.25 10 0.666666666666667 1 0 1
0.7 0.25 11 0.62962962962963 0.444444444444444 0.555555555555556 0.888888888888889
0.7 0.25 12 0.62962962962963 0.444444444444444 0.555555555555556 0.888888888888889
0.7 0.25 13 0.62962962962963 0.222222222222222 0.666666666666667 1
0.7 0.25 14 0.555555555555556 0.555555555555556 0.111111111111111 1
0.7 0.25 15 0.592592592592593 0.666666666666667 0.111111111111111 1
0.7 0.25 16 0.555555555555556 0.333333333333333 0.333333333333333 1
0.7 0.25 17 0.518518518518518 0.222222222222222 0.333333333333333 1
0.7 0.25 18 0.62962962962963 0.666666666666667 0.333333333333333 0.888888888888889
0.7 0.25 19 0.592592592592593 0.555555555555556 0.222222222222222 1
0.7 0.25 2 0.592592592592593 0.555555555555556 0.333333333333333 0.888888888888889
0.7 0.25 20 0.518518518518518 0.222222222222222 0.444444444444444 0.888888888888889
0.7 0.25 21 0.666666666666667 0.666666666666667 0.333333333333333 1
0.7 0.25 22 0.62962962962963 0.555555555555556 0.333333333333333 1
0.7 0.25 23 0.481481481481481 0 0.555555555555556 0.888888888888889
0.7 0.25 24 0.481481481481481 0 0.555555555555556 0.888888888888889
0.7 0.25 25 0.703703703703704 0.888888888888889 0.333333333333333 0.888888888888889
0.7 0.25 26 0.555555555555556 0.333333333333333 0.333333333333333 1
0.7 0.25 27 0.518518518518518 0.555555555555556 0.111111111111111 0.888888888888889
0.7 0.25 28 0.666666666666667 0.777777777777778 0.222222222222222 1
0.7 0.25 29 0.777777777777778 0.555555555555556 0.888888888888889 0.888888888888889
0.7 0.25 3 0.592592592592593 0.333333333333333 0.555555555555556 0.888888888888889
0.7 0.25 30 0.62962962962963 0.333333333333333 0.555555555555556 1
0.7 0.25 4 0.740740740740741 0.555555555555556 0.666666666666667 1
0.7 0.25 5 0.62962962962963 0.666666666666667 0.444444444444444 0.777777777777778
0.7 0.25 6 0.592592592592593 0.777777777777778 0.222222222222222 0.777777777777778
0.7 0.25 7 0.666666666666667 0.555555555555556 0.444444444444444 1
0.7 0.25 8 0.592592592592593 0.777777777777778 0.111111111111111 0.888888888888889
0.7 0.25 9 0.592592592592593 0.666666666666667 0.111111111111111 1
0.7 0.5 1 0.62962962962963 0.666666666666667 0.555555555555556 0.666666666666667
0.7 0.5 10 0.814814814814815 0.888888888888889 0.555555555555556 1
0.7 0.5 11 0.592592592592593 0.333333333333333 0.555555555555556 0.888888888888889
0.7 0.5 12 0.555555555555556 0.444444444444444 0.333333333333333 0.888888888888889
0.7 0.5 13 0.62962962962963 0 0.888888888888889 1
0.7 0.5 14 0.777777777777778 0.888888888888889 0.555555555555556 0.888888888888889
0.7 0.5 15 0.851851851851852 0.888888888888889 0.666666666666667 1
0.7 0.5 16 0.592592592592593 0.333333333333333 0.555555555555556 0.888888888888889
0.7 0.5 17 0.518518518518518 0.222222222222222 0.333333333333333 1
0.7 0.5 18 0.740740740740741 0.666666666666667 0.555555555555556 1
0.7 0.5 19 0.666666666666667 0.444444444444444 0.555555555555556 1
0.7 0.5 2 0.62962962962963 0.666666666666667 0.333333333333333 0.888888888888889
0.7 0.5 20 0.777777777777778 0.888888888888889 0.666666666666667 0.777777777777778
0.7 0.5 21 0.666666666666667 0.666666666666667 0.333333333333333 1
0.7 0.5 22 0.814814814814815 0.888888888888889 0.555555555555556 1
0.7 0.5 23 0.62962962962963 0.666666666666667 0.333333333333333 0.888888888888889
0.7 0.5 24 0.518518518518518 0 0.666666666666667 0.888888888888889
0.7 0.5 25 0.62962962962963 0.666666666666667 0.333333333333333 0.888888888888889
0.7 0.5 26 0.592592592592593 0.333333333333333 0.444444444444444 1
0.7 0.5 27 0.888888888888889 0.888888888888889 0.888888888888889 0.888888888888889
0.7 0.5 28 0.666666666666667 0.555555555555556 0.444444444444444 1
0.7 0.5 29 0.851851851851852 0.888888888888889 0.666666666666667 1
0.7 0.5 3 0.518518518518518 0.222222222222222 0.444444444444444 0.888888888888889
0.7 0.5 30 0.740740740740741 0.777777777777778 0.555555555555556 0.888888888888889
0.7 0.5 4 0.666666666666667 0.555555555555556 0.444444444444444 1
0.7 0.5 5 0.518518518518518 0.555555555555556 0.222222222222222 0.777777777777778
0.7 0.5 6 0.814814814814815 0.777777777777778 0.888888888888889 0.777777777777778
0.7 0.5 7 0.62962962962963 0.333333333333333 0.555555555555556 1
0.7 0.5 8 0.666666666666667 0.666666666666667 0.555555555555556 0.777777777777778
0.7 0.5 9 0.62962962962963 0.777777777777778 0.111111111111111 1
0.7 1 1 0.703703703703704 0.888888888888889 0.555555555555556 0.666666666666667
0.7 1 10 0.851851851851852 1 0.555555555555556 1
0.7 1 11 0.703703703703704 0.666666666666667 0.666666666666667 0.777777777777778
0.7 1 12 0.666666666666667 0.888888888888889 0.222222222222222 0.888888888888889
0.7 1 13 0.703703703703704 0.555555555555556 0.555555555555556 1
0.7 1 14 0.851851851851852 0.888888888888889 0.777777777777778 0.888888888888889
0.7 1 15 0.740740740740741 0.777777777777778 0.444444444444444 1
0.7 1 16 0.814814814814815 0.666666666666667 0.888888888888889 0.888888888888889
0.7 1 17 0.740740740740741 0.888888888888889 0.444444444444444 0.888888888888889
0.7 1 18 0.814814814814815 0.777777777777778 0.666666666666667 1
0.7 1 19 0.740740740740741 0.777777777777778 0.444444444444444 1
0.7 1 2 0.814814814814815 0.666666666666667 0.888888888888889 0.888888888888889
0.7 1 20 0.777777777777778 0.888888888888889 0.555555555555556 0.888888888888889
0.7 1 21 0.666666666666667 0.888888888888889 0.111111111111111 1
0.7 1 22 0.814814814814815 1 0.444444444444444 1
0.7 1 23 0.740740740740741 0.777777777777778 0.555555555555556 0.888888888888889
0.7 1 24 0.777777777777778 0.888888888888889 0.555555555555556 0.888888888888889
0.7 1 25 0.703703703703704 0.888888888888889 0.333333333333333 0.888888888888889
0.7 1 26 0.703703703703704 0.444444444444444 0.666666666666667 1
0.7 1 27 0.851851851851852 0.888888888888889 0.777777777777778 0.888888888888889
0.7 1 28 0.703703703703704 0.666666666666667 0.444444444444444 1
0.7 1 29 0.851851851851852 0.888888888888889 0.666666666666667 1
0.7 1 3 0.666666666666667 0.666666666666667 0.444444444444444 0.888888888888889
0.7 1 30 0.740740740740741 0.777777777777778 0.555555555555556 0.888888888888889
0.7 1 4 0.740740740740741 0.555555555555556 0.666666666666667 1
0.7 1 5 0.518518518518518 0.222222222222222 0.555555555555556 0.777777777777778
0.7 1 6 0.592592592592593 0.777777777777778 0.222222222222222 0.777777777777778
0.7 1 7 0.518518518518518 0.222222222222222 0.333333333333333 1
0.7 1 8 0.777777777777778 0.777777777777778 0.777777777777778 0.777777777777778
0.7 1 9 0.814814814814815 0.777777777777778 0.666666666666667 1
0.9 0.1 1 0.777777777777778 0.333333333333333 1 1
0.9 0.1 10 0.777777777777778 0.333333333333333 1 1
0.9 0.1 11 0.666666666666667 0.333333333333333 0.666666666666667 1
0.9 0.1 12 0.666666666666667 0.333333333333333 1 0.666666666666667
0.9 0.1 13 0.666666666666667 0.333333333333333 0.666666666666667 1
0.9 0.1 14 0.333333333333333 0 0 1
0.9 0.1 15 0.555555555555556 0.666666666666667 0 1
0.9 0.1 16 0.666666666666667 0.333333333333333 0.666666666666667 1
0.9 0.1 17 0.888888888888889 0.666666666666667 1 1
0.9 0.1 18 0.666666666666667 0.666666666666667 0.333333333333333 1
0.9 0.1 19 0.666666666666667 0.666666666666667 0.333333333333333 1
0.9 0.1 2 0.666666666666667 0.333333333333333 0.666666666666667 1
0.9 0.1 20 0.555555555555556 0.333333333333333 0.333333333333333 1
0.9 0.1 21 0.666666666666667 0.333333333333333 0.666666666666667 1
0.9 0.1 22 0.666666666666667 0.333333333333333 0.666666666666667 1
0.9 0.1 23 0.666666666666667 0.666666666666667 0.333333333333333 1
0.9 0.1 24 0.444444444444444 0.333333333333333 0 1
0.9 0.1 25 0.666666666666667 0.666666666666667 0.333333333333333 1
0.9 0.1 26 0.666666666666667 0.666666666666667 0.333333333333333 1
0.9 0.1 27 0.666666666666667 0.666666666666667 0.333333333333333 1
0.9 0.1 28 0.555555555555556 0.666666666666667 0 1
0.9 0.1 29 0.777777777777778 0.666666666666667 0.666666666666667 1
0.9 0.1 3 0.777777777777778 0.333333333333333 1 1
0.9 0.1 30 0.555555555555556 0.333333333333333 0.333333333333333 1
0.9 0.1 4 0.888888888888889 1 0.666666666666667 1
0.9 0.1 5 0.777777777777778 0.666666666666667 0.666666666666667 1
0.9 0.1 6 0.666666666666667 0.333333333333333 0.666666666666667 1
0.9 0.1 7 0.333333333333333 0 0 1
0.9 0.1 8 0.666666666666667 0 1 1
0.9 0.1 9 0.888888888888889 0.666666666666667 1 1
0.9 0.25 1 0.777777777777778 0.333333333333333 1 1
